_type,director,name,rating,star,year
ImdbItem,Michael Hoffman,The Last Station,7,"Helen Mirren,James McAvoy,Christopher Plummer,Paul Giamatti",2009
ImdbItem,Jason Reitman,Up in the Air,7.4,"George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman",I 2009
ImdbItem,Sherry Hormann,Desert Flower,7.4,"Soraya Omar-Scego,Idriss Abdillahi Houfaneh,Awa SaÃ¯d Darar,Roun Daher AÃ¯nan",2009
ImdbItem,Dana Heinz Perry,Boy Interrupted,8,"Evan Scott Perry,Dana Heinz Perry,Hart Perry,Nicholas Kopple-Perry",2009
ImdbItem,Michael Moore,Capitalism: A Love Story,7.4,"Michael Moore,William Black,Jimmy Carter,Elijah Cummings",2009
ImdbItem,Steven Soderbergh,The Informant!,6.5,"Matt Damon,Tony Hale,Patton Oswalt,Lucas McHugh Carroll",2009
ImdbItem,Oliver Parker,Dorian Gray,6.3,"Ben Barnes,Colin Firth,Rebecca Hall,John Hollingworth",2009
ImdbItem,Grant Heslov,The Men Who Stare at Goats,6.2,"Ewan McGregor,George Clooney,Kevin Spacey,Jeff Bridges",2009
ImdbItem,Michael Storey,Fear Island - MÃ¶rderische Unschuld,5.2,"Aaron Ashmore,Haylie Duff,Lucy Hale,Kyle Schmid",2009
ImdbItem,Constantin Werner,Pagan Queen - Die KÃ¶nigin der Barbaren,5.6,"Winter Ave Zoli,Csaba Lucas,Lea Mornar,Vera Graziadei",2009
ImdbItem,Stewart Hendler,Sorority Row,5.2,"Briana Evigan,Rumer Willis,Carrie Fisher,Teri Andrez",2009
ImdbItem,Dominic Sena,Whiteout,5.5,"Kate Beckinsale,Gabriel Macht,Tom Skerritt,Columbus Short",2009
ImdbItem,George A. Romero,Survival of the Dead,4.9,"Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,Joshua Peace",2009
ImdbItem,Drew Ann Rosenberg,Hole in One,3,"Steve Talley,David Ellison,Dean Cameron,Christopher Showerman",2009
ImdbItem,Karyn Kusama,Jennifer's Body,5.2,"Megan Fox,Amanda Seyfried,Adam Brody,Johnny Simmons",2009
ImdbItem,Jon Amiel,Creation,6.7,"Paul Bettany,Jennifer Connelly,Ian Kelly,Guy Henry",I 2009
ImdbItem,Jaco Van Dormael,Mr. Nobody,7.9,"Jared Leto,Sarah Polley,Diane Kruger,Linh Dan Pham",2009
ImdbItem,Tom Ford,A Single Man,7.6,"Colin Firth,Julianne Moore,Matthew Goode,Nicholas Hoult",2009
ImdbItem,"Michael Spierig,Peter Spierig",Daybreakers,6.5,"Ethan Hawke,Willem Dafoe,Sam Neill,Harriet Minto-Day",2009
ImdbItem,Tyler Perry,I Can Do Bad All by Myself,4.3,"Tyler Perry,Taraji P. Henson,Adam Rodriguez,Brian White",2009
ImdbItem,Jordan Scott,Cracks,6.7,"Eva Green,Juno Temple,MarÃ_a Valverde,Imogen Poots",I 2009
ImdbItem,Miguel Arteta,Youth in Revolt,6.5,"Michael Cera,Portia Doubleday,Ray Liotta,Jean Smart",2009
ImdbItem,Joe Dante,The Hole,5.7,"Chris Massoglia,Haley Bennett,Nathan Gamble,Teri Polo",2009
ImdbItem,"Ethan Coen,Joel Coen",A Serious Man,7.1,"Michael Stuhlbarg,Richard Kind,Sari Lennick,Fred Melamed",2009
ImdbItem,Daniel Barber,Harry Brown,7.2,"Michael Caine,Emily Mortimer,David Bradley,Charlie Creed-Miles",2009
ImdbItem,J Blakeson,The Disappearance of Alice Creed,6.7,"Gemma Arterton,Eddie Marsan,Martin Compston",2009
ImdbItem,Aaron Schneider,Get Low,7.1,"Robert Duvall,Bill Murray,Sissy Spacek,Lucas Black",2009
ImdbItem,Rob Zombie,The Haunted World of El Superbeasto,6,"Joe Alaskey,Ken Foree,Sheri Moon Zombie,Tom Papa",2009 Video
ImdbItem,Peter Stebbings,Defendor,6.8,"Woody Harrelson,Kat Dennings,Sandra Oh,Elias Koteas",2009
ImdbItem,Danis Tanovic,Triage,6.5,"Colin Farrell,Jamie Sives,Paz Vega,Kelly Reilly",2009
ImdbItem,Atom Egoyan,Chloe,6.3,"Julianne Moore,Amanda Seyfried,Liam Neeson,Max Thieriot",2009
ImdbItem,Drew Barrymore,Whip It,6.9,"Ellen Page,Drew Barrymore,Kristen Wiig,Sarah Habel",2009
ImdbItem,Derrick Borte,The Joneses,6.5,"Demi Moore,David Duchovny,Amber Heard,Benjamin Hollingsworth",2009
ImdbItem,Sean Byrne,The Loved Ones,6.7,"Xavier Samuel,Robin McLeavy,John Brumpton,Richard Wilson",2009
ImdbItem,Bruce Beresford,Maos letzter TÃ_nzer,7.3,"Chi Cao,Bruce Greenwood,Kyle MacLachlan,Penne Hackforth-Jones",2009
ImdbItem,"MichÃ¨le Hozer,Peter Raymont",Genius Within: The Inner Life of Glenn Gould,7.4,"Cornelia Foss,Glenn Gould",2009
ImdbItem,"Ricky Gervais,Matthew Robinson",The Invention of Lying,6.4,"Ricky Gervais,Jennifer Garner,Jonah Hill,Louis C.K.",2009
ImdbItem,Rick Jacobson,Bitch Slap,4.5,"Julia Voth,Erin Cummings,America Olivo,Michael Hurst",2009
ImdbItem,Tim Blake Nelson,Leaves of Grass,6.5,"Edward Norton,Keri Russell,Henry Max Nelson,Lucy DeVito",2009
ImdbItem,Neil Jordan,Ondine - Das MÃ_dchen aus dem Meer,6.8,"Colin Farrell,Alicja Bachleda,Dervla Kirwan,Alison Barry",2009
ImdbItem,Rodrigo GarcÃ_a,Mother and Child,7.2,"Naomi Watts,Annette Bening,Kerry Washington,Alexandria M. Salling",2009
ImdbItem,Stephen Poliakoff,Glorious 39,6.4,"Romola Garai,Eddie Redmayne,Juno Temple,Toby Regbo",2009
ImdbItem,Ben Ramsey,Blood and Bone,6.7,"Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco",2009
ImdbItem,Brandon Camp,Love Happens,5.7,"Jennifer Aniston,Aaron Eckhart,Dan Fogler,John Carroll Lynch",2009
ImdbItem,"Phil Lord,Christopher Miller",Cloudy with a Chance of Meatballs,7,"Anna Faris,Bill Hader,Bruce Campbell,James Caan",2009
ImdbItem,M.J. Bassett,Solomon Kane,6.1,"James Purefoy,Max von Sydow,Rachel Hurd-Wood,Pete Postlethwaite",2009
ImdbItem,Don Roos,The Other Woman,6.4,"Natalie Portman,Scott Cohen,Lisa Kudrow,Charlie Tahan",2009
ImdbItem,Bart Freundlich,The Rebound,6.3,"Catherine Zeta-Jones,Justin Bartha,Andrew Cherry,Kelly Gould",2009
ImdbItem,Richard Kelly,The Box,5.6,"Cameron Diaz,James Marsden,Frank Langella,James Rebhorn",I 2009
ImdbItem,Mike Clattenburg,Trailer Park Boys: Countdown to Liquor Day,7.4,"Robb Wells,John Paul Tremblay,Mike Smith,John Dunsworth",2009
ImdbItem,Daniel Alfredson,The Girl Who Played with Fire,7.2,"Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson",2009
ImdbItem,Joel Schumacher,Blood Creek,5.4,"Henry Cavill,Dominic Purcell,Emma Booth,Michael Fassbender",2009
ImdbItem,F. Gary Gray,Law Abiding Citizen,7.4,"Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney",2009
ImdbItem,Kevin Tancharoen,Fame,5.1,"Kelsey Grammer,Bebe Neuwirth,Megan Mullally,Kay Panabaker",2009
ImdbItem,Javier Fuentes-LeÃ_n,Undertow,7.7,"Cristian Mercado,Tatiana Astengo,Manolo Cardona,Attilia Boschetti",2009
ImdbItem,Jonathan Mostow,Surrogates,6.3,"Bruce Willis,Radha Mitchell,Ving Rhames,Rosamund Pike",2009
ImdbItem,Jared Hess,Gentlemen Broncos,6.2,"Michael Angarano,Jemaine Clement,Mike White,John Baker",2009
ImdbItem,Ruben Fleischer,Zombieland,7.7,"Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin",2009
ImdbItem,Christian Alvart,Pandorum,6.8,"Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue",2009
ImdbItem,Bob Gosse,I Hope They Serve Beer in Hell,5.3,"Matt Czuchry,Geoff Stults,Jesse Bradford,Tim Huck",2009
ImdbItem,James McTeigue,Ninja Assassin,6.4,"Rain,Rick Yune,Naomie Harris,Joon Lee",2009
ImdbItem,"Brian Koppelman,David Levien",Solitary Man,6.3,"Michael Douglas,Susan Sarandon,Jesse Eisenberg,Danny DeVito",2009
ImdbItem,John Hyams,Universal Soldier: Regeneration,5.2,"Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski,Mike Pyle",2009
ImdbItem,Renzo Martinelli,Sword of War,4.4,"Rutger Hauer,Raz Degan,F. Murray Abraham,Christo Jivkov",2009
ImdbItem,Keoni Waxman,The Keeper,5.2,"Steven Seagal,Liezl Carstens,Arron Shiver,Johnnie Hector",I 2009
ImdbItem,Thomas Burstyn,This Way of Life,8,"Peter Karena,Colleen Karena,Llewelyn Ottley-Karena,Aurora Ottley-Karena",2009
ImdbItem,"Raphael Alvarez,Tatiana Issa",Dzi Croquettes,8,"Josephine Baker,Ciro Barcelos,Norma Bengell,Maria Zilda Bethlem",2009
ImdbItem,Peter Billingsley,Couples Retreat,5.5,"Vince Vaughn,Malin Akerman,Jon Favreau,Jason Bateman",2009
ImdbItem,David Bowers,Astro Boy,6.3,"Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron",2009
ImdbItem,Jeff King,Damage,5.8,"Steve Austin,Walton Goggins,Laura Vandervoort,Donnelly Rhodes",2009
ImdbItem,Vincenzo Natali,Splice - Das Genexperiment,5.7,"Adrien Brody,Sarah Polley,Delphine ChanÃ©ac,Brandon McGibbon",2009
ImdbItem,Anders Anderson,Stolen,6.2,"Jon Hamm,Josh Lucas,Rhona Mitra,James Van Der Beek",2009
ImdbItem,"Stephanie Argy,Alec Boehm",The Red Machine,6,"Lee Perkins,Donal Thoms-Cappello,Meg Brogan,Maureen Byrnes",2009
ImdbItem,Spike Jonze,Wo die wilden Kerle wohnen,6.8,"Max Records,Catherine O'Hara,Forest Whitaker,Pepita Emmerichs",2009
ImdbItem,Danishka Esterhazy,Black Field,6.5,"Sara Canning,Mathieu Bourguet,Ferron Guerreiro,Hakan Boyav",2009
ImdbItem,Wes Anderson,Fantastic Mr. Fox,7.8,"George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman",2009
ImdbItem,Julian Fellowes,From Time to Time,6.7,"Alex Etel,Timothy Spall,Maggie Smith,Christopher Villiers",2009
ImdbItem,"Damani Baker,Alex Vlack",Still Bill,7.8,"Bill Withers,Clarence Avant,Benorce Blackmon,Cornell Dupree",2009
ImdbItem,Nelson McCormick,The Stepfather,5.6,"Penn Badgley,Dylan Walsh,Sela Ward,Amber Heard",2009
ImdbItem,James Hayman,Sorority Wars,5.9,"Lucy Hale,Courtney Thorne-Smith,Amanda Schull,Phoebe Strole",2009
ImdbItem,Tim Chambers,The Mighty Macs,6.5,"Carla Gugino,Marley Shelton,Ellen Burstyn,David Boreanaz",2009
ImdbItem,Troy Duffy,The Boondock Saints II: All Saints Day,6.3,"Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.",2009
ImdbItem,Malcolm Venville,44 Inch Chest,5.8,"Ray Winstone,Ian McShane,John Hurt,Tom Wilkinson",2009
ImdbItem,Edmon Roch,Garbo: The Spy,7.3,"Rupert Allason,JosÃ© Antonio Escoriza,Aline Griffith,Juan Kreisler",2009
ImdbItem,Bo Zenga,Mega Monster Movie,3.6,"Steve Howey,Diora Baird,Kenan Thompson,Desi Lydic",2009
ImdbItem,Paul Weitz,Cirque du Freak: The Vampire's Assistant,5.9,"Chris Massoglia,John C. Reilly,Salma Hayek,Josh Hutcherson",2009
ImdbItem,Kevin Greutert,Saw VI,6,"Tobin Bell,Costas Mandylor,Mark Rolston,Betsy Russell",2009
ImdbItem,Isaac Florentine,Ninja,5.6,"Scott Adkins,Tsuyoshi Ihara,Mika Hijii,Todd Jensen",2009
ImdbItem,Mira Nair,Amelia,5.8,"Hilary Swank,Richard Gere,Ewan McGregor,Christopher Eccleston",2009
ImdbItem,"Matt Harlock,Paul Thomas",American: The Bill Hicks Story,7.8,"Bill Hicks,Dwight Slade,Mary Hicks,Steve Hicks",2009
ImdbItem,Olatunde Osunsanmi,The Fourth Kind,5.9,"Milla Jovovich,Elias Koteas,Will Patton,Hakeem Kae-Kazim",2009
ImdbItem,Kenny Ortega,This Is It,7.3,"Michael Jackson,Alex Al,Alexandra Apjarova,Nick Bass",2009
ImdbItem,Sam Taylor-Johnson,Nowhere Boy,7.1,"Aaron Taylor-Johnson,Kristin Scott Thomas,Anne-Marie Duff,David Threlfall",2009
ImdbItem,Scott S. Anderson,The Jerk Theory,5.6,"Josh Henderson,Jenna Dewan,Lauren Storm,Derek Lee Nixon",2009
ImdbItem,Anthony Waller,Nine Miles Down,5.5,"Adrian Paul,Amanda Douge,Anthony Waller,Caroline Couret-Delegue",2009
ImdbItem,Robert Zemeckis,A Christmas Carol,6.8,"Jim Carrey,Gary Oldman,Colin Firth,Steve Valentine",2009
ImdbItem,Kirk Jones,Everybody's Fine,7.1,"Robert De Niro,Kate Beckinsale,Sam Rockwell,Drew Barrymore",2009
ImdbItem,Brian Baugh,To Save a Life,7.1,"Randy Wayne,Deja Kreutzberg,Joshua Weigel,Steven Crowder",2009
ImdbItem,Agnieszka Wojtowicz-Vosloo,After.Life,5.9,"Christina Ricci,Liam Neeson,Justin Long,Chandler Canterbury",2009
ImdbItem,Manny Rodriguez,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,8.1,Gabriel Iglesias,2009 TV Special
ImdbItem,Clare Kilner,American Virgin,4.3,"Jenna Dewan,Bo Burnham,Brianne Davis,Rob Schneider",2009
ImdbItem,Roland Emmerich,2012,5.8,"John Cusack,Thandie Newton,Chiwetel Ejiofor,Amanda Peet",I 2009
ImdbItem,"Jorge Blanco,Javier Abad,Marcos MartÃ_nez",Planet 51,6.1,"Dwayne Johnson,Seann William Scott,Jessica Biel,Justin Long",2009
ImdbItem,Chris Weitz,The Twilight Saga: New Moon,4.7,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Christina Jastrzembska",2009
ImdbItem,John Lee Hancock,The Blind Side,7.7,"Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head",2009
ImdbItem,"David Hillenbrand,Scott Hillenbrand",Transylmania,3.9,"Patrick Cavanaugh,James DeBello,Tony Denman,Oren Skoog",2009
ImdbItem,"Roy Burdine,Lloyd Goldfine",Turtles Forever,7.8,"Michael Sinterniklaas,Wayne Grayson,Sam Riegel,Gregory Abbey",2009
ImdbItem,Jim Sheridan,Brothers,7.1,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard",I 2009
ImdbItem,Peter Jackson,The Lovely Bones,6.7,"Rachel Weisz,Mark Wahlberg,Saoirse Ronan,Susan Sarandon",2009
ImdbItem,"Ron Clements,John Musker",The Princess and the Frog,7.1,"Anika Noni Rose,Keith David,Oprah Winfrey,Bruno Campos",2009
ImdbItem,Walt Becker,Old Dogs,5.4,"Robin Williams,John Travolta,Seth Green,Kelly Preston",I 2009
ImdbItem,Nancy Bardawil,According to Greta,6.2,"Hilary Duff,Evan Ross,Michael Murphy,Ellen Burstyn",2009
ImdbItem,Luc Besson,Arthur and the Great Adventure,5.3,"Freddie Highmore,Selena Gomez,Jimmy Fallon,Logan Miller",2009
ImdbItem,Paul McCartney,Paul McCartney: Good Evening New York City,8.3,"Alec Baldwin,Billy Joel,Paul McCartney",2009 TV Special
ImdbItem,Daniel Alfredson,The Girl Who Kicked the Hornet's Nest,7.3,"Michael Nyqvist,Noomi Rapace,Lena Endre,Annika Hallin",2009
ImdbItem,"David Ridgen,Nicolas Rossier",American Radical: The Trials of Norman Finkelstein,7.9,"Musa Abu-Hashhash,Nidal Barham,Noam Chomsky,Alan M. Dershowitz",2009
ImdbItem,Rob Marshall,Nine,5.8,"Daniel Day-Lewis,Marion Cotillard,PenÃ©lope Cruz,Sandro Dori",2009
ImdbItem,Clint Eastwood,Invictus,7.3,"Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng",2009
ImdbItem,NimrÃ_d Antal,Armored,5.7,"Columbus Short,Matt Dillon,Laurence Fishburne,Jean Reno",2009
ImdbItem,Scott Cooper,Crazy Heart,7.3,"Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,James Keane",2009
ImdbItem,James Cameron,Avatar,7.8,"Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez",2009
ImdbItem,Nancy Meyers,It's Complicated,6.6,"Meryl Streep,Steve Martin,Alec Baldwin,John Krasinski",2009
ImdbItem,Betty Thomas,Alvin and the Chipmunks: The Squeakquel,4.5,"Jason Lee,Zachary Levi,David Cross,Justin Long",2009
ImdbItem,Pete Circuitt,"Yes, Virginia",7.2,"Neil Patrick Harris,Bea Miller,Jennifer Love Hewitt,Alfred Molina",2009 TV Short
ImdbItem,Guy Ritchie,Sherlock Holmes,7.6,"Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong",2009
ImdbItem,Marc Lawrence,Did You Hear About the Morgans?,4.8,"Hugh Grant,Sarah Jessica Parker,Sam Elliott,Elisabeth Moss",2009
ImdbItem,Luiso Berdejo,The New Daughter,5.3,"Kevin Costner,Ivana Baquero,Samantha Mathis,Gattlin Griffith",2009
ImdbItem,"Oliver Parker,Barnaby Thompson",St Trinian's 2: The Legend of Fritton's Gold,5.4,"Rupert Everett,Colin Firth,David Tennant,Talulah Riley",2009
ImdbItem,Rajkumar Hirani,3 Idiots,8.4,"Aamir Khan,Madhavan,Mona Singh,Sharman Joshi",2009
ImdbItem,Gregory Doran,Hamlet,8.2,"David Tennant,Patrick Stewart,Penny Downie,Oliver Ford Davies",2009
ImdbItem,Roger Holzberg,The Magic 7,7.1,"Jason Aaron Baca,Kevin Bacon,Judy Collins,Ted Danson",2009
ImdbItem,Manny Rodriguez,Christopher Titus: Love Is Evol,8.2,Christopher Titus,2009 TV Special
ImdbItem,Anand Tucker,Leap Year,6.5,"Amy Adams,Matthew Goode,Adam Scott,John Lithgow",2010
ImdbItem,Mat Whitecross,Sex & Drugs & Rock & Roll,6.6,"Andy Serkis,Tom Hughes,Clifford Samuel,Joseph Kennedy",2010
ImdbItem,Tim Allen,Crazy on the Outside,5.6,"Tim Allen,Sigourney Weaver,Jeanne Tripplehorn,Ray Liotta",2010
ImdbItem,Anthony Geffen,The Wildest Dream,7.3,"Conrad Anker,Susan Robertson,Robert Macfarlane,Peter Gillman",2010
ImdbItem,"Albert Hughes,Allen Hughes",The Book of Eli,6.9,"Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman",2010
ImdbItem,Michael Lembeck,Tooth Fairy,5,"Dwayne Johnson,Ashley Judd,Julie Andrews,Stephen Merchant",I 2010
ImdbItem,"Will Lovelace,Dylan Southern",No Distance Left to Run,7.9,"Damon Albarn,Graham Coxon,Alex James,Dave Rowntree",2010
ImdbItem,Brian Levant,The Spy Next Door,5.4,"Jackie Chan,Amber Valletta,Billy Ray Cyrus,Madeline Carroll",2010
ImdbItem,Gabriel Cowan,Growth,4.7,"Mircea Monroe,Christopher Shand,Nora Kirkpatrick,Brian Krause",2010
ImdbItem,Josh Radnor,Happythankyoumoreplease,6.8,"Josh Radnor,Malin Akerman,Zoe Kazan,Michael Algieri",2010
ImdbItem,Scott Stewart,Legion,5.2,"Paul Bettany,Dennis Quaid,Charles S. Dutton,Lucas Black",2010
ImdbItem,Debra Granik,Winter's Bone,7.2,"Jennifer Lawrence,John Hawkes,Garret Dillahunt,Isaiah Stone",2010
ImdbItem,"Rob Epstein,Jeffrey Friedman",Howl,6.8,"James Franco,Todd Rotondi,Jon Prescott,Aaron Tveit",2010
ImdbItem,"Duane Baughman,Johnny O'Hara",Bhutto,7.8,"Aseefa Bhutto Zardari,Bakhtawar Bhutto Zardari,Bilawal Bhutto Zardari,Asif Ali Zardari",2010
ImdbItem,Eli Craig,Tucker & Dale gegen das BÃ¶se,7.6,"Tyler Labine,Alan Tudyk,Katrina Bowden,Jesse Moss",2010
ImdbItem,David MichÃ´d,KÃ¶nigreich des Verbrechens,7.3,"James Frecheville,Guy Pearce,Joel Edgerton,Bryce Lindemann",2010
ImdbItem,John Wells,The Company Men,6.8,"Ben Affleck,Chris Cooper,Tommy Lee Jones,Suzanne Rico",2010
ImdbItem,Taika Waititi,Boy,7.5,"James Rolleston,Te Aho Eketone-Whitu,Taika Waititi,Moerangi Tihore",I 2010
ImdbItem,Tom Vaughan,Extraordinary Measures,6.5,"Brendan Fraser,Keri Russell,Harrison Ford,Meredith Droeger",2010
ImdbItem,Spencer Susser,Hesher,7,"Joseph Gordon-Levitt,Devin Brochu,Natalie Portman,Rainn Wilson",2010
ImdbItem,Rodrigo CortÃ©s,Buried - Lebend begraben,7,"Ryan Reynolds,JosÃ© Luis GarcÃ_a PÃ©rez,Robert Paterson,Stephen Tobolowsky",2010
ImdbItem,Christopher Morris,Four Lions,7.3,"Will Adamsdale,Riz Ahmed,Adeel Akhtar,Arsher Ali",2010
ImdbItem,"Jay Duplass,Mark Duplass",Cyrus,6.3,"John C. Reilly,Marisa Tomei,Jonah Hill,Catherine Keener",I 2010
ImdbItem,Jake Scott,Welcome to the Rileys,7,"James Gandolfini,Kristen Stewart,Melissa Leo,David Jensen",2010
ImdbItem,"Jesse Holland,Andy Mitton",YellowBrickRoad,4.7,"Michael Laurino,Anessa Ramsey,Alex Draper,Cassidy Freeman",2010
ImdbItem,Philip Seymour Hoffman,Jack Goes Boating,6.4,"Philip Seymour Hoffman,Amy Ryan,John Ortiz,Richard Petrocelli",2010
ImdbItem,Amir Bar-Lev,The Tillman Story,7.8,"Pat Tillman,Josh Brolin,Mary Tillman,Russell Baer",2010
ImdbItem,Derek Cianfrance,Blue Valentine,7.4,"Ryan Gosling,Michelle Williams,John Doman,Faith Wladyka",2010
ImdbItem,Lasse HallstrÃ¶m,Dear John,6.3,"Channing Tatum,Amanda Seyfried,Richard Jenkins,Henry Thomas",I 2010
ImdbItem,Adam Green,Frozen,6.2,"Shawn Ashmore,Emma Bell,Kevin Zegers,Ed Ackerman",I 2010
ImdbItem,Floria Sigismondi,The Runaways,6.6,"Kristen Stewart,Dakota Fanning,Michael Shannon,Stella Maeve",2010
ImdbItem,Michael Winterbottom,The Killer Inside Me,6.1,"Casey Affleck,Kate Hudson,Jessica Alba,Ned Beatty",2010
ImdbItem,Galt Niederhoffer,The Romantics,5.1,"Katie Holmes,Anna Paquin,Josh Duhamel,Malin Akerman",2010
ImdbItem,John Stalberg Jr.,High School,5.8,"Matt Bush,Sean Marquette,Adrien Brody,Colin Hanks",2010
ImdbItem,Lisa Cholodenko,The Kids Are All Right,7,"Annette Bening,Julianne Moore,Mark Ruffalo,Mia Wasikowska",2010
ImdbItem,Kevin Asch,Holy Rollers,5.9,"Jesse Eisenberg,Justin Bartha,Danny A. Abeckaser,Ari Graynor",2010
ImdbItem,"Ricki Stern,Anne Sundberg",Joan Rivers: A Piece of Work,7.4,"Joan Rivers,Melissa Rivers,Kathy Griffin,Jocelyn Pickett",2010
ImdbItem,Joe Johnston,The Wolfman,5.8,"Benicio Del Toro,Anthony Hopkins,Emily Blunt,Simon Merrells",2010
ImdbItem,Martin Campbell,Edge of Darkness,6.6,"Mel Gibson,Ray Winstone,Danny Huston,Bojana Novakovic",2010
ImdbItem,Mark Steven Johnson,When in Rome,5.6,"Kristen Bell,Josh Duhamel,Anjelica Huston,Danny DeVito",2010
ImdbItem,Joel Schumacher,Twelve,5.7,"Chace Crawford,Emma Roberts,Rory Culkin,Philip Ettinger",2010
ImdbItem,Joey Stewart,The Final,5.4,"Marc Donato,Jascha Washington,Whitney Hoy,Justin Arnold",I 2010
ImdbItem,Gary Harvey,Lying to Be Perfect,6,"Poppy Montgomery,Adam Kaufman,Chelah Horsdal,Audrey Wasilewski",2010
ImdbItem,Nick Tomnay,The Perfect Host,6.8,"David Hyde Pierce,Clayne Crawford,Nathaniel Parker,Tyrees Allen",2010
ImdbItem,Philip Martin,Mo,7.8,"Julie Walters,Emma Cambridge,David Haig,Lucy Boynton",2010
ImdbItem,,Lost: Final Chapter,7.8,"Michael Emerson,Naveen Andrews,William Blanchette,Keegan Boos",2010
ImdbItem,Pierre Morel,From Paris with Love,6.5,"John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden",2010
ImdbItem,Hun Jang,The Secret Reunion,7,"Kang-ho Song,Dong-won Gang,Yun-seo Choi,Kyeong-min Go",2010
ImdbItem,Garry Marshall,Valentine's Day,5.7,"Julia Roberts,Jamie Foxx,Anne Hathaway,Jessica Alba",I 2010
ImdbItem,Mick Jackson,Temple Grandin,8.3,"Claire Danes,Julia Ormond,David Strathairn,Catherine O'Hara",2010
ImdbItem,"Tchavdar Georgiev,Amanda Pope",The Desert of Forbidden Art,7.7,"Edward Asner,Sally Field,Ben Kingsley,Igor Paramonov",2010
ImdbItem,Chris Columbus,Percy Jackson & the Olympians: The Lightning Thief,5.9,"Logan Lerman,Kevin McKidd,Steve Coogan,Brandon T. Jackson",2010
ImdbItem,James Keach,Waiting for Forever,6,"Rachel Bilson,Tom Sturridge,Richard Jenkins,Blythe Danner",2010
ImdbItem,Roman Polanski,The Ghost Writer,7.2,"Ewan McGregor,Pierce Brosnan,Olivia Williams,Jon Bernthal",2010
ImdbItem,Martin Scorsese,Shutter Island,8.1,"Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley",2010
ImdbItem,Michael Grossman,StarStruck,6.2,"Sterling Knight,Danielle Campbell,Maggie Castle,Brandon Mychal Smith",2010
ImdbItem,Noah Baumbach,Greenberg,6.1,"Ben Stiller,Greta Gerwig,Jennifer Jason Leigh,Rhys Ifans",2010
ImdbItem,Neil Marshall,Centurion,6.4,"Michael Fassbender,Dominic West,Olga Kurylenko,Andreas Wisniewski",2010
ImdbItem,Trent Cooper,Father of Invention,5.8,"Kevin Spacey,Camilla Belle,Heather Graham,Johnny Knoxville",2010
ImdbItem,Sylvain Chomet,The Illusionist,7.5,"Jean-Claude Donda,Eilidh Rankin,Duncan MacNeil,Raymond Mearns",2010
ImdbItem,Breck Eisner,The Crazies,6.5,"Radha Mitchell,Timothy Olyphant,Danielle Panabaker,Joe Anderson",2010
ImdbItem,Tim Burton,Alice in Wonderland,6.5,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway",I 2010
ImdbItem,Kevin Smith,Cop Out,5.6,"Bruce Willis,Tracy Morgan,Juan Carlos HernÃ¡ndez,Cory Fernandez",2010
ImdbItem,Paul Greengrass,Green Zone,6.8,"Matt Damon,Jason Isaacs,Greg Kinnear,Igal Naor",2010
ImdbItem,James Nguyen,Birdemic: Shock and Terror,1.8,"Alan Bagh,Whitney Moore,Tippi Hedren,Janae Caster",2010
ImdbItem,Allen Coulter,Remember Me,7.1,"Robert Pattinson,Emilie de Ravin,Caitlyn Rund,MoisÃ©s Acevedo",2010
ImdbItem,Stephen Milburn Anderson,Ca$h,6,"Sean Bean,Chris Hemsworth,Victoria Profeta,Mike Starr",2010
ImdbItem,Jim Field Smith,She's Out of My League,6.4,"Jay Baruchel,Alice Eve,T.J. Miller,Mike Vogel",2010
ImdbItem,Andy Tennant,The Bounty Hunter,5.6,"Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland",I 2010
ImdbItem,Matthew Vaughn,Kick-Ass,7.6,"Aaron Taylor-Johnson,Nicolas Cage,ChloÃ« Grace Moretz,Garrett M. Brown",2010
ImdbItem,Jeff Malmberg,Marwencol,7.6,"Mark Hogancamp,Emmanuel Nneji,Edda Hogancamp,Tom Neubauer",2010
