_type,director,name,rating,star,year
ImdbItem,Lee Philips,The Girl Most Likely to...,7.7,"Stockard Channing,Edward Asner,Jim Backus,Joe Flynn",1973
ImdbItem,Rainer Werner Fassbinder,Ali: Fear Eats the Soul,8.1,"Brigitte Mira,El Hedi ben Salem,Barbara Valentin,Irm Hermann",1973
ImdbItem,David Miller,Executive Action,6.7,"Burt Lancaster,Robert Ryan,Will Geer,Gilbert Green",1973
ImdbItem,Wolfgang Reitherman,Robin Hood,7.6,"Brian Bedford,Phil Harris,Roger Miller,Peter Ustinov",1973
ImdbItem,Gerald Thomas,Carry on Girls,5.6,"Sidney James,Barbara Windsor,Joan Sims,Kenneth Connor",1973
ImdbItem,Joseph Sargent,Sunshine,8.1,"Cristina Raines,Cliff De Young,Meg Foster,Brenda Vaccaro",1973
ImdbItem,John Frankenheimer,The Iceman Cometh,7.4,"Lee Marvin,Fredric March,Robert Ryan,Jeff Bridges",1973
ImdbItem,Clint Eastwood,Breezy,7,"William Holden,Kay Lenz,Roger C. Carmel,Marj Dusay",1973
ImdbItem,Jack Smight,Frankenstein: The True Story,7.5,"James Mason,Leonard Whiting,David McCallum,Jane Seymour",1973
ImdbItem,Jeannot Szwarc,"Lisa, Bright and Dark",7.7,"Anne Baxter,John Forsythe,Kay Lenz,Anne Lockhart",1973
ImdbItem,Richard T. Heffron,Outrage,7.5,"Robert Culp,Marlyn Mason,Beah Richards,Jacqueline Scott",1973
ImdbItem,Walerian Borowczyk,Immoral Tales,5.7,"Lise Danvers,Fabrice Luchini,Charlotte Alexandra,Lisbeth Hummel",1973
ImdbItem,Toshiya Fujita,Lady Snowblood,7.7,"Meiko Kaji,Toshio Kurosawa,Masaaki Daimon,Miyoko Akaza",1973
ImdbItem,Sidney Lumet,Serpico,7.8,"Al Pacino,John Randolph,Jack Kehoe,Biff McGuire",1973
ImdbItem,Robin Hardy,The Wicker Man,7.6,"Edward Woodward,Christopher Lee,Diane Cilento,Britt Ekland",1973
ImdbItem,Richard Lester,The Three Musketeers,7.3,"Oliver Reed,Raquel Welch,Richard Chamberlain,Michael York",1973
ImdbItem,Hal Ashby,The Last Detail,7.6,"Jack Nicholson,Randy Quaid,Otis Young,Clifton James",1973
ImdbItem,Tonino Valerii,My Name Is Nobody,7.5,"Terence Hill,Henry Fonda,Jean Martin,R.G. Armstrong",1973
ImdbItem,Philip D'Antoni,The Seven-Ups,6.8,"Roy Scheider,Tony Lo Bianco,Victor Arnold,Jerry Leon",1973
ImdbItem,Franklin J. Schaffner,Papillon,8,"Steve McQueen,Dustin Hoffman,Victor Jory,Don Gordon",1973
ImdbItem,Anthony Harvey,The Glass Menagerie,7.5,"Katharine Hepburn,Sam Waterston,Joanna Miles,Michael Moriarty",1973
ImdbItem,Woody Allen,Sleeper,7.3,"Woody Allen,Diane Keaton,John Beck,Mary Gregory",1973
ImdbItem,Federico Fellini,Amarcord,7.9,"Magali NoÃ«l,Bruno Zanin,Pupella Maggio,Armando Brancia",1973
ImdbItem,Mark Rydell,Cinderella Liberty,6.8,"James Caan,Marsha Mason,Kirk Calloway,Eli Wallach",1973
ImdbItem,Mike Nichols,The Day of the Dolphin,6.1,"George C. Scott,Trish Van Devere,Paul Sorvino,John Dehner",1973
ImdbItem,Ted Post,Magnum Force,7.2,"Clint Eastwood,Hal Holbrook,Mitchell Ryan,David Soul",1973
ImdbItem,Gordon Hessler,The Golden Voyage of Sinbad,6.8,"John Phillip Law,Caroline Munro,Tom Baker,Douglas Wilmer",1973
ImdbItem,Stuart Rosenberg,The Laughing Policeman,6.4,"Walter Matthau,Bruce Dern,Louis Gossett Jr.,Albert Paulsen",1973
ImdbItem,George Roy Hill,The Sting,8.3,"Paul Newman,Robert Redford,Robert Shaw,Charles Durning",1973
ImdbItem,Torgny Wickman,Anita: Swedish Nymphet,5.2,"Christina Lindberg,Stellan SkarsgÃ¥rd,DaniÃ¨le Vlaminck,Michel David",1973
ImdbItem,William Friedkin,The Exorcist,8,"Ellen Burstyn,Max von Sydow,Linda Blair,Lee J. Cobb",1973
ImdbItem,Bryan Izzard,Holiday on the Buses,5.4,"Reg Varney,Stephen Lewis,Doris Hare,Michael Robbins",1973
ImdbItem,Mario Bava,Lisa and the Devil,6.4,"Telly Savalas,Elke Sommer,Sylva Koscina,Alessio Orano",1973
ImdbItem,Ernest Pintoff,Blade,5.4,"John Marley,Jon Cypher,Kathryn Walker,William Prince",1973
ImdbItem,Bill Douglas,My Ain Folk,7.6,"Stephen Archibald,Hughie Restorick,Jean Taylor Smith,Bernard McKenna",1973
ImdbItem,Richard Schickel,The Men Who Made the Movies: Alfred Hitchcock,7.1,"Alfred Hitchcock,Cliff Robertson",1973
ImdbItem,Richard Schickel,The Men Who Made the Movies: William A. Wellman,6.3,"William A. Wellman,Robert Wagner",1973
ImdbItem,John Sturges,McQ,6.2,"John Wayne,Eddie Albert,Diana Muldaur,Colleen Dewhurst",1974
ImdbItem,Robert Clouse,Black Belt Jones,6.4,"Jim Kelly,Gloria Hendry,Scatman Crothers,Eric Laneuville",1974
ImdbItem,Steve Carver,The Arena,5.4,"Margaret Markov,Pam Grier,Lucretia Love,Paul Muller",1974
ImdbItem,John Korty,The Autobiography of Miss Jane Pittman,8,"Cicely Tyson,Eric Brown,Richard Dysart,Joel Fluellen",1974
ImdbItem,Shigehiro Ozawa,The Street Fighter,7.1,"Shin'ichi Chiba,Goichi Yamada,Etsuko Shiomi,Fumio Watanabe",1974
ImdbItem,John Boorman,Zardoz,5.9,"Sean Connery,Charlotte Rampling,Sara Kestelman,John Alderton",1974
ImdbItem,Mel Brooks,Blazing Saddles,7.8,"Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman",1974
ImdbItem,Dan Curtis,Dracula,6.3,"Jack Palance,Simon Ward,Nigel Davenport,Pamela Brown",1974
ImdbItem,Robert Altman,Thieves Like Us,7.1,"Keith Carradine,Shelley Duvall,John Schuck,Bert Remsen",1974
ImdbItem,Robert Stevenson,Herbie Rides Again,5.6,"Helen Hayes,Ken Berry,Stefanie Powers,John McIntire",1974
ImdbItem,Boris Sagal,A Case of Rape,7.8,"Elizabeth Montgomery,William Daniels,Cliff Potts,Rosemary Murphy",1974
ImdbItem,Kevin Connor,From Beyond the Grave,6.8,"Peter Cushing,Ian Bannen,Ian Carmichael,Diana Dors",1974
ImdbItem,"Jeff Gillen,Alan Ormsby",Deranged: Confessions of a Necrophile,6.5,"Roberts Blossom,Cosette Lee,Leslie Carlson,Robert Warner",1974
ImdbItem,Joseph W. Sarno,Deep Throat Part II,4.4,"Linda Lovelace,Harry Reems,Levi Richards,David Davidson",1974
ImdbItem,Paul Morrissey,Blood for Dracula,6.2,"Joe Dallesandro,Udo Kier,Vittorio De Sica,Maxime McKendry",1974
ImdbItem,Gene Saks,Mame,6,"Lucille Ball,Robert Preston,Bea Arthur,Bruce Davison",1974
ImdbItem,Lamont Johnson,The Execution of Private Slovik,7.7,"Martin Sheen,Mariclare Costello,Ned Beatty,Gary Busey",1974
ImdbItem,Bertrand Blier,Going Places,7.4,"GÃ©rard Depardieu,Patrick Dewaere,Miou-Miou,Jeanne Moreau",1974
ImdbItem,Jun Fukuda,Godzilla vs. Mechagodzilla,6.4,"Masaaki Daimon,Kazuya Aoyama,Reiko Tajima,Akihiko Hirata",1974
ImdbItem,Jack Clayton,The Great Gatsby,6.4,"Robert Redford,Mia Farrow,Bruce Dern,Karen Black",1974
ImdbItem,Martin Ritt,Conrack,7.3,"Jon Voight,Paul Winfield,Madge Sinclair,Tina Andrews",1974
ImdbItem,Pete Walker,House of Whipcord,5.9,"Barbara Markham,Patrick Barr,Ray Brooks,Ann Michelle",1974
ImdbItem,Steven Spielberg,The Sugarland Express,6.8,"Goldie Hawn,Ben Johnson,Michael Sacks,William Atherton",1974
ImdbItem,Marcello Fondato,"Watch Out, We're Mad",7.5,"Terence Hill,Bud Spencer,Patty Shepard,Deogratias Huerta",1974
ImdbItem,Liliana Cavani,The Night Porter,6.8,"Dirk Bogarde,Charlotte Rampling,Philippe Leroy,Gabriele Ferzetti",1974
ImdbItem,Claude Whatham,Swallows and Amazons,6.6,"Virginia McKenna,Ronald Fraser,Simon West,Sophie Neville",1974
ImdbItem,Ken Russell,Mahler,7.3,"Robert Powell,Georgina Hale,Lee Montague,Miriam Karlin",1974
ImdbItem,Jack Hill,Foxy Brown,6.5,"Pam Grier,Antonio Fargas,Peter Brown,Terry Carter",1974
ImdbItem,Francis Ford Coppola,The Conversation,7.9,"Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest",1974
ImdbItem,Brian Clemens,Captain Kronos - Vampire Hunter,6.6,"Horst Janson,John Carson,Shane Briant,Caroline Munro",1974
ImdbItem,William A. Graham,Where the Lilies Bloom,7.3,"Julie Gholson,Jan Smithers,Matthew Burrill,Helen Harmon",1974
ImdbItem,Ted Kotcheff,Duddy will hoch hinaus,6.9,"Richard Dreyfuss,Micheline LanctÃ´t,Jack Warden,Randy Quaid",1974
ImdbItem,Richard Fleischer,The Spikes Gang,6.4,"Lee Marvin,Gary Grimes,Ron Howard,Charles Martin Smith",1974
ImdbItem,Sidney Lumet,Lovin' Molly,5.9,"Anthony Perkins,Beau Bridges,Blythe Danner,Edward Binns",1974
ImdbItem,Jonathan Demme,Caged Heat,5.4,"Juanita Brown,Erica Gavin,Roberta Collins,Ella Reid",1974
ImdbItem,Ken Shapiro,The Groove Tube,5.9,"Ken Shapiro,Richard Belzer,Chevy Chase,Buzzy Linhart",1974
ImdbItem,Freddie Francis,Son of Dracula,4.7,"Harry Nilsson,Ringo Starr,Freddie Jones,Suzanna Leigh",1974
ImdbItem,John Berry,Claudine,7.2,"Diahann Carroll,James Earl Jones,Lawrence-Hilton Jacobs,Tamu Blackwell",1974
ImdbItem,Paul Annett,The Beast Must Die,5.8,"Calvin Lockhart,Peter Cushing,Marlene Clark,Charles Gray",1974
ImdbItem,Wolfgang Petersen,Einer von uns beiden,6.9,"Klaus Schwarzkopf,Elke Sommer,JÃ_rgen Prochnow,Ulla Jacobsson",1974
ImdbItem,Marc Daniels,Planet Earth,5.8,"John Saxon,Janet Margolin,Ted Cassidy,Christopher Cary",1974
ImdbItem,John Carpenter,Dark Star,6.4,"Dan O'Bannon,Dre Pahich,Brian Narelle,Cal Kuniholm",1974
ImdbItem,Doris Wishman,Deadly Weapons,3.4,"Chesty Morgan,Harry Reems,Richard Towers,Saul Meth",1974
ImdbItem,Terence Fisher,Frankenstein and the Monster from Hell,6.4,"Peter Cushing,Shane Briant,Madeline Smith,David Prowse",1974
ImdbItem,"Martin Davidson,Stephen Verona",The Lords of Flatbush,5.8,"Sylvester Stallone,Henry Winkler,Perry King,Paul Mace",1974
ImdbItem,JosÃ© RamÃ_n Larraz,Symptoms,6.6,"Angela Pleasence,Peter Vaughan,Lorna Heilbron,Nancy Nevinson",1974
ImdbItem,Alain Resnais,Stavisky...,6.8,"Jean-Paul Belmondo,Charles Boyer,FranÃ§ois PÃ©rier,Anny Duperey",1974
ImdbItem,John Hough,Dirty Mary Crazy Larry,6.7,"Peter Fonda,Susan George,Adam Roarke,Kenneth Tobey",1974
ImdbItem,Don Siegel,The Black Windmill,6.3,"Michael Caine,Donald Pleasence,Delphine Seyrig,Clive Revill",1974
ImdbItem,Jan Troell,Zandy's Bride,6.3,"Gene Hackman,Liv Ullmann,Eileen Heckart,Susan Tyrrell",1974
ImdbItem,Pier Paolo Pasolini,Arabian Nights,6.8,"Ninetto Davoli,Franco Citti,Franco Merli,Tessa BouchÃ©",1974
ImdbItem,Peter Bogdanovich,Daisy Miller,6.1,"Cybill Shepherd,Barry Brown,Cloris Leachman,Mildred Natwick",1974
ImdbItem,Barbet Schroeder,General Idi Amin Dada: A Self Portrait,7.5,"Idi Amin,Fidel Castro,Golda Meir",1974
ImdbItem,Howard Avedis,The Teacher,4.8,"Angel Tompkins,Jay North,Anthony James,Marlene Schmidt",1974
ImdbItem,Dusan Makavejev,Sweet Movie,6.3,"Carole Laure,Pierre ClÃ©menti,Anna Prucnal,Sami Frey",1974
ImdbItem,Richard Fleischer,Mr. Majestyk,6.8,"Charles Bronson,Linda Cristal,Al Lettieri,Lee Purcell",1974
ImdbItem,Peter Weir,The Cars That Ate Paris,5.6,"Terry Camilleri,John Meillon,Kevin Miles,Rick Scully",1974
ImdbItem,Sidney Poitier,Uptown Saturday Night,6.7,"Sidney Poitier,Bill Cosby,Harry Belafonte,Flip Wilson",1974
ImdbItem,Alan J. Pakula,The Parallax View,7.2,"Warren Beatty,Paula Prentiss,William Daniels,Walter McGinn",1974
ImdbItem,Roman Polanski,Chinatown,8.2,"Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez",1974
ImdbItem,Norman Tokar,Where the Red Fern Grows,6.9,"James Whitmore,Beverly Garland,Jack Ging,Lonny Chapman",1974
ImdbItem,Just Jaeckin,Emmanuelle,5.3,"Sylvia Kristel,Alain Cuny,Marika Green,Daniel Sarky",1974
ImdbItem,Robert Taylor,The Nine Lives of Fritz the Cat,5.4,"Skip Hinnant,Reva Rose,Bob Holt,Robert Ridgely",1974
ImdbItem,Peter Yates,For Pete's Sake,6.6,"Barbra Streisand,Michael Sarrazin,Estelle Parsons,Molly Picon",1974
ImdbItem,Sandy Harbutt,Stone,6.5,"Deryck Barnes,Sandy Harbutt,Hugh Keays-Byrne,Lex Mitchell",1974
ImdbItem,Irvin Kershner,S*P*Y*S,4.5,"Donald Sutherland,Elliott Gould,Zouzou,Joss Ackland",1974
ImdbItem,Blake Edwards,The Tamarind Seed,6.6,"Julie Andrews,Omar Sharif,Anthony Quayle,Dan O'Herlihy",1974
ImdbItem,"Roy Ward Baker,Cheh Chang",The Legend of the 7 Golden Vampires,6,"Peter Cushing,David Chiang,Julie Ege,Han Chen Wang",1974
ImdbItem,H.B. Halicki,Gone in 60 Seconds,6.5,"H.B. Halicki,Marion Busia,Jerry Daugirda,James McIntyre",1974
ImdbItem,Philip Kaufman,The White Dawn,7.1,"Warren Oates,Timothy Bottoms,Louis Gossett Jr.,Joanasie Salamonie",1974
ImdbItem,Michael Winner,Death Wish,7,"Charles Bronson,Hope Lange,Vincent Gardenia,Steven Keats",1974
ImdbItem,Jon Scoffield,Antony and Cleopatra,6.9,"Richard Johnson,Janet Suzman,Rosemary McHale,Mavis Taylor Blake",1974
ImdbItem,"Michael Benveniste,Howard Ziehm",Flesh Gordon,4.7,"Jason Williams,Suzanne Fields,Joseph Hudgins,William Dennis Hunt",1974
ImdbItem,Monte Hellman,Cockfighter,7.2,"Warren Oates,Richard B. Shull,Harry Dean Stanton,Ed Begley Jr.",1974
ImdbItem,Larry Cohen,It's Alive,5.8,"John P. Ryan,Sharon Farrell,Andrew Duggan,Guy Stockwell",1974
ImdbItem,Gordon Wiles,Ginger in the Morning,5.2,"Monte Markham,Susan Oliver,Mark Miller,Sissy Spacek",1974
ImdbItem,Jacques Rivette,Celine and Julie Go Boating,7.7,"Juliet Berto,Dominique Labourier,Bulle Ogier,Marie-France Pisier",1974
ImdbItem,Sam Peckinpah,Bring Me the Head of Alfredo Garcia,7.5,"Warren Oates,Isela Vega,Robert Webber,Gig Young",1974
ImdbItem,Robert Altman,California Split,7.3,"George Segal,Elliott Gould,Ann Prentiss,Gwen Welles",1974
ImdbItem,Richard Compton,Macon County Line,6.7,"Alan Vint,Cheryl Waters,Max Baer Jr.,Geoffrey Lewis",1974
ImdbItem,Paul Mazursky,Harry and Tonto,7.4,"Art Carney,Ellen Burstyn,RenÃ© EnrÃ_quez,Herbert Berghof",1974
ImdbItem,Val Guest,Confessions of a Window Cleaner,4,"Robin Askwith,Anthony Booth,Sheila White,Dandy Nichols",1974
ImdbItem,Bob Kelljan,Act of Vengeance,5.6,"Jo Ann Harris,Peter Brown,Jennifer Lee Pryor,Lisa Moore",1974
ImdbItem,Robert Aldrich,The Longest Yard,7.1,"Burt Reynolds,Eddie Albert,Ed Lauter,Michael Conrad",1974
ImdbItem,Bob Clark,Dead of Night,6.7,"John Marley,Lynn Carlin,Richard Backus,Henderson Forsythe",1974
ImdbItem,John Frankenheimer,99 and 44/100% Dead,5.6,"Richard Harris,Chuck Connors,Edmond O'Brien,Bradford Dillman",1974
ImdbItem,Peter R. Hunt,Gold,5.8,"Roger Moore,Susannah York,Ray Milland,Bradford Dillman",1974
ImdbItem,Donald Wrye,Born Innocent,6.6,"Linda Blair,Joanna Miles,Allyn Ann McLerie,Mary Murphy",1974
ImdbItem,Luis BuÃ±uel,The Phantom of Liberty,8,"Jean-Claude Brialy,Adolfo Celi,Michel Piccoli,Monica Vitti",1974
ImdbItem,Steve Carver,Big Bad Mama,5.8,"Angie Dickinson,William Shatner,Tom Skerritt,Susan Sennett",1974
ImdbItem,Peter Collinson,Ten Little Indians,5.9,"Charles Aznavour,Maria Rohm,Adolfo Celi,StÃ©phane Audran",1974
ImdbItem,Richard Lester,Juggernaut,6.6,"Richard Harris,Omar Sharif,David Hemmings,Anthony Hopkins",1974
ImdbItem,Joseph Sargent,The Taking of Pelham One Two Three,7.7,"Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo",1974
ImdbItem,Jorge Grau,Let Sleeping Corpses Lie,6.9,"Cristina GalbÃ_,Ray Lovelock,Arthur Kennedy,Aldo Massasso",1974
ImdbItem,Saul Bass,Phase IV,6.6,"Nigel Davenport,Michael Murphy,Lynne Frederick,Alan Gifford",1974
ImdbItem,Michael A. DeGaetano,UFO: Target Earth,2.4,"Nick Plakias,Cynthia Cline,LaVerne Light,Tom Arcuragi",1974
ImdbItem,Tobe Hooper,The Texas Chain Saw Massacre,7.5,"Marilyn Burns,Edwin Neal,Allen Danziger,Paul A. Partain",1974
ImdbItem,Karel Reisz,The Gambler,7.3,"James Caan,Paul Sorvino,Lauren Hutton,Morris Carnovsky",1974
ImdbItem,John Waters,Female Trouble,7.3,"Divine,David Lochary,Mary Vivian Pearce,Mink Stole",1974
ImdbItem,John Llewellyn Moxey,Where Have All the People Gone,6.3,"Peter Graves,George O'Hanlon Jr.,Kathleen Quinlan,Verna Bloom",1974
ImdbItem,Bob Clark,Black Christmas,7.2,"Olivia Hussey,Keir Dullea,Margot Kidder,John Saxon",1974
ImdbItem,John Cassavetes,A Woman Under the Influence,8.2,"Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands",1974
ImdbItem,Joe Camp,Benji,6.2,"Peter Breck,Deborah Walley,Patsy Garrett,Allen Fiuzat",1974
ImdbItem,Ronald Neame,The Odessa File,7,"Jon Voight,Maximilian Schell,Maria Schell,Mary Tamm",1974
ImdbItem,Jack Smight,Airport 1975,5.6,"Charlton Heston,Karen Black,George Kennedy,Efrem Zimbalist Jr.",1974
ImdbItem,Howard Alk,Janis,7.8,"Janis Joplin,Peter Albin,Sam Andrew,Dave Getz",1974
ImdbItem,Patrick Garland,The Cay,6.7,"James Earl Jones,Alfred Lutter III,Gretchen Corbett",1974
ImdbItem,Buzz Kulik,Bad Ronald,6.9,"Scott Jacoby,Pippa Scott,John Larch,Dabney Coleman",1974
ImdbItem,Michael Apted,Stardust,6.7,"David Essex,Adam Faith,Larry Hagman,Ines Des Longchamps",1974
ImdbItem,Terence Young,The Klansman,5.1,"Lee Marvin,Richard Burton,Cameron Mitchell,O.J. Simpson",1974
ImdbItem,Richard Lester,The Four Musketeers: Milady's Revenge,7.1,"Michael York,Raquel Welch,Oliver Reed,Richard Chamberlain",1974
ImdbItem,Brian De Palma,Phantom of the Paradise,7.4,"Paul Williams,William Finley,Jessica Harper,Gerrit Graham",1974
ImdbItem,Werner Herzog,The Enigma of Kaspar Hauser,7.9,"Bruno S.,Walter Ladengast,Brigitte Mira,Willy Semmelrogge",1974
ImdbItem,Stanley Donen,The Little Prince,6.5,"Richard Kiley,Steven Warner,Joss Ackland,Clive Revill",1974
ImdbItem,Bob Fosse,Lenny,7.6,"Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck",1974
ImdbItem,Tom Laughlin,The Trial of Billy Jack,4.7,"Tom Laughlin,Delores Taylor,Victor Izay,Teresa Kelly",1974
ImdbItem,Richard Friedenberg,The Life and Times of Grizzly Adams,6.8,"Dan Haggerty,Don Shanks,Marjorie Harper,Lisa Jones",1974
ImdbItem,Mark Robson,Earthquake,5.8,"Charlton Heston,Ava Gardner,George Kennedy,Lorne Greene",1974
ImdbItem,Sidney Lumet,Murder on the Orient Express,7.3,"Albert Finney,Lauren Bacall,Ingrid Bergman,Sean Connery",1974
ImdbItem,"Ovidio G. Assonitis,Robert Barrett",Beyond the Door,4.5,"Juliet Mills,Richard Johnson,Gabriele Lavia,Nino Segurini",1974
ImdbItem,Kevin Connor,The Land That Time Forgot,5.7,"Doug McClure,John McEnery,Susan Penhaligon,Keith Barron",1974
ImdbItem,Richard Rush,Freebie and the Bean,6.6,"Alan Arkin,James Caan,Loretta Swit,Jack Kruschen",1974
ImdbItem,Martin Scorsese,Alice Doesn't Live Here Anymore,7.4,"Ellen Burstyn,Kris Kristofferson,Mia Bendixsen,Alfred Lutter III",1974
ImdbItem,"Jules Bass,Arthur Rankin Jr.",The Year Without a Santa Claus,7.9,"Shirley Booth,Mickey Rooney,Dick Shawn,George S. Irving",1974
ImdbItem,Luchino Visconti,Conversation Piece,7.6,"Burt Lancaster,Helmut Berger,Silvana Mangano,Claudia Marsani",1974
ImdbItem,Francis Ford Coppola,The Godfather: Part II,9,"Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton",1974
ImdbItem,Guy Hamilton,The Man with the Golden Gun,6.8,"Roger Moore,Christopher Lee,Britt Ekland,Maud Adams",1974
ImdbItem,Mel Brooks,Young Frankenstein,8,"Gene Wilder,Madeline Kahn,Marty Feldman,Peter Boyle",1974
ImdbItem,John Guillermin,The Towering Inferno,6.9,"Paul Newman,Steve McQueen,William Holden,Faye Dunaway",1974
ImdbItem,Robert Stevenson,The Island at the Top of the World,6.3,"David Hartman,Donald Sinden,Jacques Marin,Mako",1974
ImdbItem,Billy Wilder,The Front Page,7.3,"Jack Lemmon,Walter Matthau,Susan Sarandon,Vincent Gardenia",1974
ImdbItem,Fred Haines,Steppenwolf,6.3,"Max von Sydow,Dominique Sanda,Pierre ClÃ©menti,Carla Romanelli",1974
ImdbItem,Anthony Page,The Missiles of October,8.3,"William Devane,Ralph Bellamy,Howard Da Silva,James Hong",1974
ImdbItem,Sydney Pollack,The Yakuza,7.3,"Robert Mitchum,Ken Takakura,Brian Keith,Herb Edelman",1974
ImdbItem,Frank Beyer,Jacob the Liar,7.3,"Vlastimil BrodskÃ_,Erwin Geschonneck,Henry HÃ_bchen,Blanche Kommerell",1974
ImdbItem,JosÃ© RamÃ_n Larraz,Vampyres,6.1,"Marianne Morris,Anulka Dziubinska,Murray Brown,Brian Deacon",1974
ImdbItem,Mario Bava,Rabid Dogs,7.6,"Lea Lander,George Eastman,Riccardo Cucciolla,Don Backy",1974
ImdbItem,David Greene,The Count of Monte-Cristo,7,"Richard Chamberlain,Trevor Howard,Louis Jourdan,Donald Pleasence",1975
ImdbItem,Fernando Di Leo,Ich polier Dir Deine Glatze,5.1,"Ursula Andress,Woody Strode,Marc Porel,Isabella Biagini",1975
ImdbItem,Arthur Hiller,The Man in the Glass Booth,7.4,"Maximilian Schell,Lois Nettleton,Lawrence Pressman,Luther Adler",1975
ImdbItem,Joseph Losey,Galileo,6.7,"Topol,Edward Fox,Colin Blakely,Georgia Brown",1975
ImdbItem,Paul Bogart,Mr. Ricco,5.9,"Dean Martin,Eugene Roche,Thalmus Rasulala,Denise Nicholas",1975
ImdbItem,"Michael Findlay,Horacio Fredriksson,Simon Nuchtern",Snuff,2.8,"Margarita AmuchÃ¡stegui,Tina Austin,Ana Carro,Brian Cary",1975
ImdbItem,Dick Richards,Rafferty and the Gold Dust Twins,6.3,"Alan Arkin,Sally Kellerman,Mackenzie Phillips,Alex Rocco",1975
ImdbItem,Donald Wrye,Death Be Not Proud,8,"Arthur Hill,Jane Alexander,Robby Benson,Linden Chiles",1975
ImdbItem,Damiano Damiani,Warum muÃŸte Staatsanwalt Traini sterben?,6.7,"Franco Nero,FranÃ§oise Fabian,Pierluigi AprÃ ,Giancarlo Badessi",1975
ImdbItem,Vincent McEveety,The Strongest Man in the World,6,"Kurt Russell,Joe Flynn,Eve Arden,Cesar Romero",1975
ImdbItem,Paul Wendkos,The Legend of Lizzie Borden,7.8,"Elizabeth Montgomery,Fionnula Flanagan,Ed Flanders,Katherine Helmond",1975
ImdbItem,Hal Ashby,Shampoo,6.3,"Warren Beatty,Julie Christie,Goldie Hawn,Lee Grant",1975
ImdbItem,Bryan Forbes,The Stepford Wives,6.9,"Katharine Ross,Paula Prentiss,Peter Masterson,Nanette Newman",1975
ImdbItem,Ralph Nelson,The Wilby Conspiracy,6.4,"Sidney Poitier,Michael Caine,Nicol Williamson,Prunella Gee",1975
ImdbItem,Michelangelo Antonioni,The Passenger,7.6,"Jack Nicholson,Maria Schneider,Jenny Runacre,Ian Hendry",1975
ImdbItem,John Byrum,Inserts,6.3,"Richard Dreyfuss,Jessica Harper,Bob Hoskins,Veronica Cartwright",1975
ImdbItem,Marvin J. Chomsky,Attack on Terror: The FBI vs. the Ku Klux Klan,7.5,"Ned Beatty,John Beck,Billy Green Bush,Dabney Coleman",1975
ImdbItem,Jack Arnold,Boss Nigger,6.8,"Fred Williamson,D'Urville Martin,William Smith,R.G. Armstrong",1975
ImdbItem,George Schaefer,In This House of Brede,7.9,"Diana Rigg,Pamela Brown,Gwen Watford,Denis Quilley",1975
ImdbItem,Peter Bogdanovich,At Long Last Love,5,"Burt Reynolds,Cybill Shepherd,Madeline Kahn,Duilio Del Prete",1975
ImdbItem,Dan Curtis,Trilogy of Terror,6.7,"Karen Black,Robert Burton,John Karlen,George Gaynes",1975
ImdbItem,Duccio Tessari,Zorro,6.6,"Alain Delon,Stanley Baker,Ottavia Piccolo,Enzo Cerusico",I 1975
ImdbItem,George Cukor,Love Among the Ruins,8.1,"Katharine Hepburn,Laurence Olivier,Colin Blakely,Richard Pearson",1975
ImdbItem,Dario Argento,Deep Red,7.7,"David Hemmings,Daria Nicolodi,Gabriele Lavia,Macha MÃ©ril",1975
ImdbItem,Tom Gries,Breakout,6.2,"Charles Bronson,Robert Duvall,Jill Ireland,Randy Quaid",1975
